Source	First English Translation	Final Refined Translation
"Das knnte wirklich Spa machen, dachte ich.
"	This could really be fun, I thought.	This could really be fun, I thought.
"wie historische Dokumente gelesen und indexiert werden.
"	how historical documents are read and indexed.	how historical documents are read and indexed.
"Wer bin ich, und wer kann ich einmal sein?
"	Who am I, and who can I be one day?	Who am I, and who might I become in the future?
"In den folgenden Gesprchen erzhlten mir die Missionare vom wunderbaren Evangelium der Wiederherstellung. Das Evangelium gab mir Hoffnung und neuen Lebensmut. Ein paar Wochen nachdem die Missionare an meine Tr geklopft hatten, lie ich mich taufen.
"	In the conversations that followed, the missionaries told me about the wonderful gospel of the Restoration. The gospel gave me hope and new courage to live. A few weeks after the missionaries knocked on my door, I was baptized.	In the subsequent discussions, the missionaries shared with me the marvelous gospel of the Restoration. This gospel instilled in me hope and a revitalized zest for life. A few weeks after the missionaries came knocking at my door, I chose to be baptized.
"dass den Weg ich find;
"	that I may find the way;	that I can find the way
"Der Herr rettet die Israeliten bei ihrem Auszug vor den gyptern siehe SF, Exodus, Seite 56.
"	The Lord saves the Israelites from the Egyptians when they exodus, see SF, Exodus, page 56.	The Lord saves the Israelites from the Egyptians during their exodus; refer to SF, Exodus, page 56.
"Warum ist Entscheidungsfreiheit wichtig?
"	Why is freedom of choice important?	Why is the freedom of choice important?
"Zustzlich zu Ihrer Aufgabe, Nichtmitgliedern das Evangelium zu verknden, werden Sie in der Washington-Mission Seattle ttig sein.
"	In addition to your responsibility to preach the gospel to non-members, you will serve in the Washington Seattle Mission.	In addition to your responsibility of proclaiming the gospel to non-members, you will be active in the Washington Seattle Mission.
"Er hat deutlich zu Ihnen gesprochen.
"	He spoke clearly to you.	He spoke clearly to you.
"Antoine de Saint-Exupéry
"	Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
"Urheberrechtlich geschtztes Material darf ohne die Zustimmung des Rechteinhabers nicht versandt werden.
"	Copyrighted material may not be sent without the consent of the copyright holder.	Copyrighted material cannot be distributed without the consent of the rights holder.
"Diese Gefhle weiter zunehmen, und ich mir nicht vorstellen, ohne die Kirche zu leben.
"	These feelings continue to grow, and I don't imagine living without the church.	These emotions continue to intensify, and I cannot envision my life without the church.
"In einem solchen Fall ist keine Besttigung durch die Mitglieder erforderlich.
"	In such a case, no confirmation by the members is required.	In such a situation, no confirmation from the members is necessary.
"Sie werden sich vorbereiten, das Evangelium auf Franzsisch zu verknden.
"	They will prepare to proclaim the Gospel in French.	They will prepare to proclaim the Gospel in French.
"Wie kann ich nach dem Namen eines Vorfahren suchen, der an einem bestimmten Ort gewohnt hat?
"	How can I search for the name of an ancestor who lived in a particular place?	How can I look for the name of an ancestor who resided in a particular location?
"Vorratshaltung in der Familie Broschre
"	Stockpiling in the family Broschre	Stock Management in the Family Brochure
"0 muss eine gltige Zahl sein.
"	0 must be a valid number.	0 must be a valid number.
"Aber wir waren bereit, sogar begierig, diese Herausforderungen anzunehmen, weil wir wussten, dass man nur dann, wenn Geist und Element untrennbar miteinander verbunden sind, einmal so werden kann wie der himmlische Vater siehe LuB 130:22 und eine Flle der Freude empfangen kann LuB 93:33. . . .
"	But we were willing, even eager, to take on these challenges because we knew that only when spirit and element are inseparable can one become like Heavenly Father and receive a fullness of joy D&C 93:33.	However, we were not only prepared but also eager to embrace these challenges, as we understood that one can only become like the Heavenly Father when spirit and element are inseparably connected (see D&C 130:22) and can receive a fullness of joy (D&C 93:33).
"Der Herr mchte, dass ihr, meine jungen Freunde, von ganzem Herzen bestrebt seid, nach diesen Mastben und nach der Wahrheit in den heiligen Schriften zu leben. Wenn ihr dies tut, werdet ihr ber den Augenblick hinausschauen, und ihr werdet eine strahlend schne Zukunft vor euch sehen, die groe Chancen und Aufgaben fr euch bereithlt. Ihr werdet bereit seid, euch anzustrengen und lange durchzuhalten, und ihr werdet eine optimistische Lebensauffassung haben.
"	The Lord wants you, my young friends, to strive with all your heart to live according to these standards and the truth in the scriptures. When you do so you will look beyond the moment, and you will see a bright future that holds great opportunities and tasks for you. You will be willing to make an effort and hold out for a long time, and you will have an optimistic outlook on life.	The Lord wishes for you, my young friends, to wholeheartedly strive to live by these principles and the truths found in the holy scriptures. If you do this, you will see beyond the present moment and envision a bright future before you, filled with significant opportunities and challenges. You will be prepared to put in the effort and persevere for an extended period, holding onto an optimistic perspective on life.
"Ruft die Mama
"	Calls mom	Call mom
"nach Aufzeichnungen suchen, die sie bei sich zu Hause haben
"	look for records they have in their home	search for records they have at home
"Wie damals, als ich in Frankreich angekommen war, suchte ich Trost im Gebet, im Schriftstudium und durch den Heiligen Geist. Dadurch wurde mir viel deutlicher bewusst, welchen Trost uns der Heilige Geist und die Lehre, dass die Familie ewigen Bestand hat, bringen und dass das Shnopfer Jesu Christi sich wirklich auf unser Leben auswirkt, erzhlt sie.
"	As when I arrived in France, I sought comfort in prayer, scripture study, and the Holy Ghost. It made me much more aware of the comfort that the Holy Ghost and the teaching that families are eternal, and that the sacrifice of Jesus Christ has a real effect on our lives, she says.	Just as when I arrived in France, I sought comfort in prayer, scripture study, and through the Holy Spirit. This experience made me much more aware of the comfort provided by the Holy Spirit and the teaching that families can be eternal, as well as the true impact of the Atonement of Jesus Christ on our lives.
"Hast du gute Freunde?
"	Do you have good friends?	Do you have good friends?
"sie berzeugen, dass Jesus der Messias ist
"	convince them that Jesus is the Messiah	convince them that Jesus is the Messiah
"Das tat gut, weil wir keine Verwandten in der Nhe haben. Aber unsere Gemeindefamilie war fr uns da, erzhlt Bruder Godfrey, der dabei ein paar Trnen unterdrckt.
"	That felt good because we have no relatives nearby. But our church family was there for us, says Brother Godfrey, who suppresses a few tears.	It felt comforting because we don’t have any relatives close by. However, our church family supported us, Brother Godfrey shares, as he holds back tears.
