Source	First English Translation	Final Refined Translation
In den folgenden Gesprchen erzhlten mir die Missionare vom wunderbaren Evangelium der Wiederherstellung. Das Evangelium gab mir Hoffnung und neuen Lebensmut. Ein paar Wochen nachdem die Missionare an meine Tr geklopft hatten, lie ich mich taufen.	In the following conversations, the missionaries told me about the wonderful gospel of restoration. The gospel gave me hope and a new zest for life. A few weeks after the missionaries knocked on my door, I allowed myself to be baptized.	In our later conversations, the missionaries told me about the wonderful gospel of restoration. This gospel filled me with hope and renewed enthusiasm for life. A few weeks after the missionaries knocked on my door, I decided to be baptized.
dass den Weg ich find;	that I find the way;	that I find the way.
Der Herr rettet die Israeliten bei ihrem Auszug vor den gyptern siehe SF, Exodus, Seite 56.	The Lord saves the Israelites during their exodus from the Egyptians see SF, Exodus, page 56.	The Lord saves the Israelites during their exodus from Egypt (see SF, Exodus, page 56).
Warum ist Entscheidungsfreiheit wichtig?	Why is freedom of choice important?	Why is the freedom of choice important?
Zustzlich zu Ihrer Aufgabe, Nichtmitgliedern das Evangelium zu verknden, werden Sie in der Washington-Mission Seattle ttig sein.	In addition to your task of proclaiming the gospel to non-members, you will be active in the Washington Mission Seattle.	In addition to your role of proclaiming the gospel to non-members, you will be involved in the Washington Mission in Seattle.
Er hat deutlich zu Ihnen gesprochen.	He spoke clearly to you.	He spoke clearly to you.
Antoine de Saint-Exupéry	Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
Urheberrechtlich geschtztes Material darf ohne die Zustimmung des Rechteinhabers nicht versandt werden.	Copyrighted material may not be sent without the consent of the rights holder.	Copyright-protected materials cannot be distributed without the consent of the rights holder.
Diese Gefhle weiter zunehmen, und ich mir nicht vorstellen, ohne die Kirche zu leben.	These feelings continue to increase, and I cannot imagine living without the church.	These feelings keep increasing, and I cannot imagine living without the church.
In einem solchen Fall ist keine Besttigung durch die Mitglieder erforderlich.	In such a case, no confirmation by the members is required.	In such cases, no confirmation from the members is necessary.
Sie werden sich vorbereiten, das Evangelium auf Franzsisch zu verknden.	They will prepare themselves to proclaim the Gospel in French.	They will prepare to announce the Gospel in French.
Wie kann ich nach dem Namen eines Vorfahren suchen, der an einem bestimmten Ort gewohnt hat?	How can I search for the name of an ancestor who lived in a specific place?	How can I search for the name of an ancestor who lived in a specific location?
Vorratshaltung in der Familie Broschre	Stockpiling in the Family Brochure	Food Storage in the Family Brochure
0 muss eine gltige Zahl sein.	0 must be a valid number.	0 must be a valid number.
Aber wir waren bereit, sogar begierig, diese Herausforderungen anzunehmen, weil wir wussten, dass man nur dann, wenn Geist und Element untrennbar miteinander verbunden sind, einmal so werden kann wie der himmlische Vater siehe LuB 130:22 und eine Flle der Freude empfangen kann LuB 93:33. . . .	But we were ready, even eager, to embrace these challenges because we knew that one can only become like the heavenly Father when spirit and element are inseparably connected, see D&C 130:22, and can receive a fullness of joy, D&C 93:33.	However, we were ready, even eager, to embrace these challenges because we understood that it is only by having spirit and element inextricably connected that one can become like the Heavenly Father—see D&C 130:22—and receive a fullness of joy—D&C 93:33.
Der Herr mchte, dass ihr, meine jungen Freunde, von ganzem Herzen bestrebt seid, nach diesen Mastben und nach der Wahrheit in den heiligen Schriften zu leben. Wenn ihr dies tut, werdet ihr ber den Augenblick hinausschauen, und ihr werdet eine strahlend schne Zukunft vor euch sehen, die groe Chancen und Aufgaben fr euch bereithlt. Ihr werdet bereit seid, euch anzustrengen und lange durchzuhalten, und ihr werdet eine optimistische Lebensauffassung haben.	The Lord wants you, my young friends, to sincerely strive to live according to these standards and according to the truth in the holy scriptures. If you do this, you will look beyond the moment, and you will see a brilliantly beautiful future ahead of you, filled with great opportunities and challenges awaiting you. You will be prepared to exert yourselves and persist for a long time, and you will have an optimistic outlook on life.	The Lord desires that you, my young friends, earnestly strive to wholeheartedly live by these standards and the truths contained within the holy scriptures. If you do this, you will look beyond the present moment and envision a radiant and beautiful future ahead of you, one filled with great opportunities and challenges. You will be prepared to put in the effort and persevere through difficult times, maintaining an optimistic outlook on life.
Ruft die Mama	Calls the mom	Mom is calling
nach Aufzeichnungen suchen, die sie bei sich zu Hause haben	search for records that they have at home	search for records that they have at home
Wie damals, als ich in Frankreich angekommen war, suchte ich Trost im Gebet, im Schriftstudium und durch den Heiligen Geist. Dadurch wurde mir viel deutlicher bewusst, welchen Trost uns der Heilige Geist und die Lehre, dass die Familie ewigen Bestand hat, bringen und dass das Shnopfer Jesu Christi sich wirklich auf unser Leben auswirkt, erzhlt sie.	Like back then, when I had arrived in France, I sought comfort in prayer, in studying scriptures, and through the Holy Spirit. This made me much more aware of the comfort that the Holy Spirit brings us, and the teaching that the family has eternal permanence, and that the sacrifice of Jesus Christ really affects our lives, it tells.	Just as when I arrived in France back then, I sought comfort in prayer, scripture study, and through the Holy Spirit. This experience made me vividly aware of the consolation that the Holy Spirit offers us, as well as the doctrine that families are eternal. It underscored the truth that the sacrifice of Jesus Christ truly affects our lives.
Hast du gute Freunde?	Do you have good friends?	Do you have good friends?
sie berzeugen, dass Jesus der Messias ist	they convince that Jesus is the Messiah	they persuade that Jesus is the Messiah
Das tat gut, weil wir keine Verwandten in der Nhe haben. Aber unsere Gemeindefamilie war fr uns da, erzhlt Bruder Godfrey, der dabei ein paar Trnen unterdrckt.	That felt good because we have no relatives nearby. But our community family was there for us, Brother Godfrey says, while suppressing a few tears.	That was comforting because we have no relatives nearby. Still, our community family was there for us, Brother Godfrey recounts, as he struggles to hold back a few tears.
