Source	First English Translation	Final Refined Translation
"Teil eines Lehrpaares kann nicht zur gleichen Zeit einen anderen Kurs unterrichten!
"	Part of a teaching couple cannot teach another course at the same time!	A member of a teaching duo cannot teach another course simultaneously!
"Aktualisierung des Archivs Kirchenliteratur erschienen
"	Update of the archive of Church literature has been published	The update of the ecclesiastical literature archive has been published.
"Das knnte wirklich Spa machen, dachte ich.
"	It could be really fun, I thought.	I thought that could actually be quite enjoyable.
"wie historische Dokumente gelesen und indexiert werden.
"	how historical documents are read and indexed.	how historical documents are read and indexed.
"Wer bin ich, und wer kann ich einmal sein?
"	Who am I, and who can I be one day?	Who am I, and who might I become one day?
"In den folgenden Gesprchen erzhlten mir die Missionare vom wunderbaren Evangelium der Wiederherstellung. Das Evangelium gab mir Hoffnung und neuen Lebensmut. Ein paar Wochen nachdem die Missionare an meine Tr geklopft hatten, lie ich mich taufen.
"	In the following conversations, the missionaries told me about the wonderful gospel of the Restoration. The Gospel gave me hope and new courage to live. A few weeks after the missionaries knocked on my door, I got baptized.	In the subsequent conversations, the missionaries spoke to me about the marvelous gospel of the Restoration. This gospel instilled in me a sense of hope and renewed vitality for life. A few weeks after the missionaries knocked on my door, I decided to be baptized.
"dass den Weg ich find;
"	that I can find the way;	that I will find the way.
"Der Herr rettet die Israeliten bei ihrem Auszug vor den gyptern siehe SF, Exodus, Seite 56.
"	The Lord saves the Israelites from the Gypsies when they leave, see SF, Exodus, page 56.	The Lord saves the Israelites as they depart from the Egyptians; see SF, Exodus, page 56.
"Warum ist Entscheidungsfreiheit wichtig?
"	Why is freedom of choice important?	Why is the freedom of choice important?
"Zustzlich zu Ihrer Aufgabe, Nichtmitgliedern das Evangelium zu verknden, werden Sie in der Washington-Mission Seattle ttig sein.
"	In addition to their mission of preaching the gospel to non-members, they will be active in the Washington Seattle Mission.	In addition to your role of preaching the gospel to non-members, you will be active in the Washington Seattle Mission.
"Er hat deutlich zu Ihnen gesprochen.
"	He spoke to them clearly.	He spoke to you clearly.
"Antoine de Saint-Exupéry
"	Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
"Urheberrechtlich geschtztes Material darf ohne die Zustimmung des Rechteinhabers nicht versandt werden.
"	Copyrighted material may not be sent without the consent of the copyright holder.	Copyrighted materials must not be distributed without the permission of the rights holder.
"Diese Gefhle weiter zunehmen, und ich mir nicht vorstellen, ohne die Kirche zu leben.
"	These feelings continue to increase, and I can not imagine living without the church.	These feelings are continuing to increase, and I cannot imagine living without the church.
"In einem solchen Fall ist keine Besttigung durch die Mitglieder erforderlich.
"	In such a case, no confirmation by the members is required.	In such a scenario, it is not necessary to obtain confirmation from the members.
"Sie werden sich vorbereiten, das Evangelium auf Franzsisch zu verknden.
"	They will be preparing to announce the Gospel in French.	They will prepare to announce the Gospel in French.
"Wie kann ich nach dem Namen eines Vorfahren suchen, der an einem bestimmten Ort gewohnt hat?
"	How can I search for the name of an ancestor who lived in a certain place?	How can I search for the name of an ancestor who resided in a specific location?
"Vorratshaltung in der Familie Broschre
"	Keeping supplies in the Broschre family	Inventory Management in the Broschre Company
"0 muss eine gltige Zahl sein.
"	0 must be a valid number.	0 must be a valid number.
"Aber wir waren bereit, sogar begierig, diese Herausforderungen anzunehmen, weil wir wussten, dass man nur dann, wenn Geist und Element untrennbar miteinander verbunden sind, einmal so werden kann wie der himmlische Vater siehe LuB 130:22 und eine Flle der Freude empfangen kann LuB 93:33. . . .
"	But we were ready, even eager, to accept these challenges, because we knew that only when the spirit and the element are inextricably linked, one can one day become like the Heavenly Father see D&C 130:22 and receive a flood of joy D&C 93:33. . . .	However, we were ready and even eager to embrace these challenges because we understood that it is only when spirit and element are inseparably linked that one can ultimately become like the Heavenly Father (see D&C 130:22) and receive a fullness of joy (see D&C 93:33). . . .
"Der Herr mchte, dass ihr, meine jungen Freunde, von ganzem Herzen bestrebt seid, nach diesen Mastben und nach der Wahrheit in den heiligen Schriften zu leben. Wenn ihr dies tut, werdet ihr ber den Augenblick hinausschauen, und ihr werdet eine strahlend schne Zukunft vor euch sehen, die groe Chancen und Aufgaben fr euch bereithlt. Ihr werdet bereit seid, euch anzustrengen und lange durchzuhalten, und ihr werdet eine optimistische Lebensauffassung haben.
"	The Lord would like you, my young friends, to strive with all your heart to live according to these standards and according to the truth in the holy scriptures. If you do this, you will look beyond the moment, and you will see a bright future ahead of you, which offers great opportunities and tasks for you. You will be ready to make an effort and persevere for a long time, and you will have an optimistic outlook on life.	The Lord wants you, my young friends, to sincerely strive to live wholeheartedly according to these principles and the truths in the holy scriptures. If you do this, you will look beyond the present moment and see a brilliant future before you, filled with great opportunities and challenges. You will be prepared to put in effort and endure for the long haul, and you will maintain an optimistic outlook on life.
"Ruft die Mama
"	Calling the mom	Mom is calling.
"nach Aufzeichnungen suchen, die sie bei sich zu Hause haben
"	search for records that you have at your home	search for records that you have at home
"Wie damals, als ich in Frankreich angekommen war, suchte ich Trost im Gebet, im Schriftstudium und durch den Heiligen Geist. Dadurch wurde mir viel deutlicher bewusst, welchen Trost uns der Heilige Geist und die Lehre, dass die Familie ewigen Bestand hat, bringen und dass das Shnopfer Jesu Christi sich wirklich auf unser Leben auswirkt, erzhlt sie.
"	As when I arrived in France, I sought solace in prayer, in studying the Scriptures, and through the Holy Spirit. As a result, I became much more aware of the comfort that the Holy Spirit and the teaching that the family has eternal existence bring to us, and that the sacrifice of Jesus Christ really has an impact on our lives, she says.	Just as when I arrived in France, I sought comfort in prayer, studying the Scriptures, and through the Holy Spirit. This led me to a much clearer understanding of the comfort that the Holy Spirit provides, the doctrine of eternal family bonds, and the real impact of the Atonement of Jesus Christ on our lives, as she explains.
"Hast du gute Freunde?
"	Do you have good friends?	Do you have any good friends?
"sie berzeugen, dass Jesus der Messias ist
"	they testify that Jesus is the Messiah	they testify that Jesus is the Messiah
"Das tat gut, weil wir keine Verwandten in der Nhe haben. Aber unsere Gemeindefamilie war fr uns da, erzhlt Bruder Godfrey, der dabei ein paar Trnen unterdrckt.
"	That was a good thing, because we have no relatives in the vicinity. But our church family was there for us, says Brother Godfrey, who suppressed a few tears.	That felt good, as we have no relatives nearby. However, our church family was there for us, Brother Godfrey says, while suppressing a few tears.
