Source	First English Translation	Final Refined Translation
"Teil eines Lehrpaares kann nicht zur gleichen Zeit einen anderen Kurs unterrichten!
"	A part of a teaching pair cannot teach another course at the same time!	A member of a teaching team cannot teach another course at the same time!
"Aktualisierung des Archivs Kirchenliteratur erschienen
"	Update of the archive of church literature published	Release of the updated church literature archive
"Das knnte wirklich Spa machen, dachte ich.
"	That could really be fun, I thought.	That could really be enjoyable, I thought.
"wie historische Dokumente gelesen und indexiert werden.
"	how historical documents are read and indexed.	how historical documents are read and indexed.
"Wer bin ich, und wer kann ich einmal sein?
"	Who am I, and who can I one day be?	Who am I, and who might I one day become?
"In den folgenden Gesprchen erzhlten mir die Missionare vom wunderbaren Evangelium der Wiederherstellung. Das Evangelium gab mir Hoffnung und neuen Lebensmut. Ein paar Wochen nachdem die Missionare an meine Tr geklopft hatten, lie ich mich taufen.
"	In the following conversations, the missionaries told me about the wonderful Gospel of Restoration. The Gospel gave me hope and new courage to live. A few weeks after the missionaries knocked on my door, I was baptized.	In the subsequent conversations, the missionaries shared with me the wonderful Gospel of Restoration. This Gospel filled me with hope and a renewed zest for life. A few weeks after the missionaries knocked on my door, I chose to be baptized.
"dass den Weg ich find;
"	that I find the way;	that I find the way.
"Der Herr rettet die Israeliten bei ihrem Auszug vor den gyptern siehe SF, Exodus, Seite 56.
"	The Lord saves the Israelites during their exodus from the Egyptians, see SF, Exodus, page 56.	The Lord saves the Israelites during their exodus from the Egyptians; see SF, Exodus, page 56.
"Warum ist Entscheidungsfreiheit wichtig?
"	Why is freedom of choice important?	Why is the freedom of choice important?
"Zustzlich zu Ihrer Aufgabe, Nichtmitgliedern das Evangelium zu verknden, werden Sie in der Washington-Mission Seattle ttig sein.
"	In addition to your task of proclaiming the gospel to non-members, you will be active in the Washington Mission Seattle.	In addition to your responsibility to proclaim the Gospel to non-members, you will be engaged in the Washington Mission in Seattle.
"Er hat deutlich zu Ihnen gesprochen.
"	He spoke clearly to you.	He spoke clearly to you.
"Antoine de Saint-Exupéry
"	Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
"Urheberrechtlich geschtztes Material darf ohne die Zustimmung des Rechteinhabers nicht versandt werden.
"	Error: can't start new thread	Error: can't start new thread
"Diese Gefhle weiter zunehmen, und ich mir nicht vorstellen, ohne die Kirche zu leben.
"	Error: can't start new thread	Error: can't start new thread
"In einem solchen Fall ist keine Besttigung durch die Mitglieder erforderlich.
"	Error: can't start new thread	Error: can't start new thread
"Sie werden sich vorbereiten, das Evangelium auf Franzsisch zu verknden.
"	Error: can't start new thread	Error: can't start new thread
"Wie kann ich nach dem Namen eines Vorfahren suchen, der an einem bestimmten Ort gewohnt hat?
"	Error: can't start new thread	Error: can't start new thread
"Vorratshaltung in der Familie Broschre
"	Error: can't start new thread	Error: can't start new thread
"0 muss eine gltige Zahl sein.
"	Error: can't start new thread	Error: can't start new thread
"Aber wir waren bereit, sogar begierig, diese Herausforderungen anzunehmen, weil wir wussten, dass man nur dann, wenn Geist und Element untrennbar miteinander verbunden sind, einmal so werden kann wie der himmlische Vater siehe LuB 130:22 und eine Flle der Freude empfangen kann LuB 93:33. . . .
"	Error: can't start new thread	Error: can't start new thread
"Der Herr mchte, dass ihr, meine jungen Freunde, von ganzem Herzen bestrebt seid, nach diesen Mastben und nach der Wahrheit in den heiligen Schriften zu leben. Wenn ihr dies tut, werdet ihr ber den Augenblick hinausschauen, und ihr werdet eine strahlend schne Zukunft vor euch sehen, die groe Chancen und Aufgaben fr euch bereithlt. Ihr werdet bereit seid, euch anzustrengen und lange durchzuhalten, und ihr werdet eine optimistische Lebensauffassung haben.
"	Error: can't start new thread	Error: can't start new thread
"Ruft die Mama
"	Error: can't start new thread	Error: can't start new thread
"nach Aufzeichnungen suchen, die sie bei sich zu Hause haben
"	Error: can't start new thread	Error: can't start new thread
"Wie damals, als ich in Frankreich angekommen war, suchte ich Trost im Gebet, im Schriftstudium und durch den Heiligen Geist. Dadurch wurde mir viel deutlicher bewusst, welchen Trost uns der Heilige Geist und die Lehre, dass die Familie ewigen Bestand hat, bringen und dass das Shnopfer Jesu Christi sich wirklich auf unser Leben auswirkt, erzhlt sie.
"	Error: can't start new thread	Error: can't start new thread
"Hast du gute Freunde?
"	Error: can't start new thread	Error: can't start new thread
"sie berzeugen, dass Jesus der Messias ist
"	Error: can't start new thread	Error: can't start new thread
"Das tat gut, weil wir keine Verwandten in der Nhe haben. Aber unsere Gemeindefamilie war fr uns da, erzhlt Bruder Godfrey, der dabei ein paar Trnen unterdrckt.
"	Error: can't start new thread	Error: can't start new thread
