Source	First English Translation	Final Refined Translation
"Aktualisierung des Archivs Kirchenliteratur erschienen
"	Update of the archive church literature published	Update of the Church Literature Archive Volume Released
"Das knnte wirklich Spa machen, dachte ich.
"	That could really be fun, I thought.	I thought that this could really be a lot of fun.
"wie historische Dokumente gelesen und indexiert werden.
"	how historical documents are read and indexed.	how historical documents are read and indexed.
"Wer bin ich, und wer kann ich einmal sein?
"	Who am I, and who might I once be?	Who am I, and who might I become?
"In den folgenden Gesprchen erzhlten mir die Missionare vom wunderbaren Evangelium der Wiederherstellung. Das Evangelium gab mir Hoffnung und neuen Lebensmut. Ein paar Wochen nachdem die Missionare an meine Tr geklopft hatten, lie ich mich taufen.
"	In the following conversations, the missionaries told me about the wonderful gospel of restoration. The gospel gave me hope and renewed courage to live. A few weeks after the missionaries had knocked on my door, I allowed myself to be baptized.	During the following conversations, the missionaries told me about the wonderful gospel of restoration. This gospel filled me with hope and renewed my zest for life. A few weeks after the missionaries knocked on my door, I decided to be baptized.
"dass den Weg ich find;
"	that I find the way;	that I can find the way.
"Der Herr rettet die Israeliten bei ihrem Auszug vor den gyptern siehe SF, Exodus, Seite 56.
"	The Lord saves the Israelites during their departure from the Egyptians see SF, Exodus, page 56.	The Lord saves the Israelites during their departure from Egypt; refer to SF, Exodus, page 56.
"Warum ist Entscheidungsfreiheit wichtig?
"	Why is freedom of choice important?	Why is the freedom of choice important?
"Zustzlich zu Ihrer Aufgabe, Nichtmitgliedern das Evangelium zu verknden, werden Sie in der Washington-Mission Seattle ttig sein.
"	In addition to your task of proclaiming the gospel to non-members, you will be active in the Washington Mission Seattle.	In addition to your responsibility of proclaiming the gospel to non-members, you will be actively involved in the Washington Mission in Seattle.
"Er hat deutlich zu Ihnen gesprochen.
"	He spoke clearly to you.	He spoke clearly to you.
"Antoine de Saint-Exupéry
"	Antoine de Saint-Exupéry	Antoine de Saint-Exupéry
"Urheberrechtlich geschtztes Material darf ohne die Zustimmung des Rechteinhabers nicht versandt werden.
"	Copyright-protected material may not be sent without the consent of the rights holder.	Copyrighted material may not be distributed without the consent of the rights holder.
"Diese Gefhle weiter zunehmen, und ich mir nicht vorstellen, ohne die Kirche zu leben.
"	These feelings continue to grow, and I can't imagine living without the church.	These feelings are continuing to intensify, and I cannot imagine living without the church.
"In einem solchen Fall ist keine Besttigung durch die Mitglieder erforderlich.
"	In such a case, no confirmation by the members is required.	In such cases, no confirmation from the members is required.
"Sie werden sich vorbereiten, das Evangelium auf Franzsisch zu verknden.
"	They will prepare to proclaim the Gospel in French.	They will prepare to proclaim the Gospel in French.
"Wie kann ich nach dem Namen eines Vorfahren suchen, der an einem bestimmten Ort gewohnt hat?
"	How can I search for the name of an ancestor who lived in a specific place?	How can I look up the name of an ancestor who lived in a certain location?
"Vorratshaltung in der Familie Broschre
"	Stockpiling in the Family Brochure	Family Stockpiling Brochure
"0 muss eine gltige Zahl sein.
"	0 must be a valid number.	0 must be a valid number.
"Aber wir waren bereit, sogar begierig, diese Herausforderungen anzunehmen, weil wir wussten, dass man nur dann, wenn Geist und Element untrennbar miteinander verbunden sind, einmal so werden kann wie der himmlische Vater siehe LuB 130:22 und eine Flle der Freude empfangen kann LuB 93:33. . . .
"	But we were ready, even eager, to take on these challenges because we knew that it is only when spirit and element are inseparably connected that one can become like the heavenly Father (see D&C 130:22) and receive a fullness of joy (D&C 93:33). . . .	Nonetheless, we were not only prepared but also eager to take on these challenges, understanding that it is only when spirit and element are inseparably connected that one can become like the Heavenly Father (see D&C 130:22) and experience a complete fullness of joy (D&C 93:33). . . .
"Der Herr mchte, dass ihr, meine jungen Freunde, von ganzem Herzen bestrebt seid, nach diesen Mastben und nach der Wahrheit in den heiligen Schriften zu leben. Wenn ihr dies tut, werdet ihr ber den Augenblick hinausschauen, und ihr werdet eine strahlend schne Zukunft vor euch sehen, die groe Chancen und Aufgaben fr euch bereithlt. Ihr werdet bereit seid, euch anzustrengen und lange durchzuhalten, und ihr werdet eine optimistische Lebensauffassung haben.
"	The Lord wants you, my young friends, to strive wholeheartedly to live according to these standards and according to the truth in the holy scriptures. If you do this, you will look beyond the moment, and you will see a bright and beautiful future ahead of you, which holds great opportunities and challenges for you. You will be ready to put in the effort and endure for a long time, and you will have an optimistic outlook on life.	The Lord wishes for you, my young friends, to wholeheartedly endeavor to live by these principles and the truths found in the sacred scriptures. If you do this, you will look beyond the present moment and foresee a bright and beautiful future awaiting you, one that holds great opportunities and responsibilities. You will be ready to exert yourselves and endure through challenges, and you will nurture an optimistic perspective on life.
"Ruft die Mama
"	Calls the mom	Mom is calling.
"nach Aufzeichnungen suchen, die sie bei sich zu Hause haben
"	search for records that they have at home	search for documents that they have at home
"Wie damals, als ich in Frankreich angekommen war, suchte ich Trost im Gebet, im Schriftstudium und durch den Heiligen Geist. Dadurch wurde mir viel deutlicher bewusst, welchen Trost uns der Heilige Geist und die Lehre, dass die Familie ewigen Bestand hat, bringen und dass das Shnopfer Jesu Christi sich wirklich auf unser Leben auswirkt, erzhlt sie.
"	Just like back then, when I had arrived in France, I sought comfort in prayer, in studying the scriptures, and through the Holy Spirit. Through this, I became much more aware of the comfort that the Holy Spirit and the teaching that the family has eternal permanence can bring, and that the atonement of Jesus Christ truly impacts our lives, she tells us.	Just as I did back then when I arrived in France, I sought comfort in prayer, through studying the scriptures, and by the Holy Spirit. This experience made me much more aware of the comfort that the Holy Spirit provides, as well as the doctrine that families are eternal. I came to understand the genuine effect of the Atonement of Jesus Christ on our lives, as she describes.
"Hast du gute Freunde?
"	Do you have good friends?	Do you have any good friends?
"sie berzeugen, dass Jesus der Messias ist
"	they convince that Jesus is the Messiah	they convince that Jesus is the Messiah
"Das tat gut, weil wir keine Verwandten in der Nhe haben. Aber unsere Gemeindefamilie war fr uns da, erzhlt Bruder Godfrey, der dabei ein paar Trnen unterdrckt.
"	That felt good because we have no relatives nearby. But our community family was there for us, Brother Godfrey recounts, suppressing a few tears in the process.	That was comforting, as we have no relatives in the area. Yet, our community family was there for us, Brother Godfrey recounts, holding back a few tears.
